UniversityName,Apps,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,public,private,selective,more_selective,non_selective,total_enrollment,col_white,mkt_white,dif_white,col_hispa,mkt_hispa,dif_hispa,col_black,mkt_black,dif_black,col_asian,mkt_asian,dif_asian,col_amind,mkt_amind,dif_amind,col_pacis,mkt_pacis,dif_pacis,col_twora,mkt_twora,dif_twora,Longitude location of institution,Latitude location of institution,Bachelor's degrees awarded,Master's degrees awarded,Doctor's degrese - research/scholarship awarded,SAT Math 75th percentile score,ACT Composite 75th percentile score,"Tuition and fees, 2013-14",Total price for in-state students living on campus 2013-14,Total price for out-of-state students living on campus 2013-14,"Graduation rate - Bachelor degree within 4 years, total","Graduation rate - Bachelor degree within 6 years, total",Percent of freshmen receiving any financial aid,Percent of freshmen receiving Pell grants,Endowment assets (year end) per FTE enrollment (FASB),AcceptanceRate
Abilene Christian University,0.07534178225725975,0.21505376344086025,0.4074074074074074,0.18183049011643648,0.05244618395303327,0.195117299256151,0.16162669447340977,0.1142857142857143,0.29770992366412213,0.6666666666666666,0.6857142857142857,0.418230563002681,0.16129032258064516,0.0629024269440317,0.5294117647058822,0.0,1.0,1.0,0.0,0.0,0.1450295609939429,0.7874970403623521,0.49871399303594094,0.7736680064310822,0.16660582210170038,0.5687018755322775,0.06644220624409808,0.07858849739146129,0.12811427104312234,0.2935947255597804,0.029817602106864495,0.01090846338528817,0.15702588821770838,0.022428855077542782,0.060617024320645446,0.3829996419538099,0.02381314189173627,0.031006545314053564,0.3152085966714716,0.3761260840965108,0.1546687222852442,0.4685767427133629,0.6250830662286777,0.19026180639871704,0.12464589235127478,0.04379038047379756,0.0,0.4871794871794872,0.5789473684210527,0.45385432388618707,0.4425693542958796,0.4425693542958796,0.41111111111111115,0.5060240963855421,0.983050847457627,0.18181818181818185,0.03513503959885574,0.6950595510172398
Adelphi University,0.10158666799720587,0.13978494623655915,0.12345679012345678,0.16815597075548333,0.11996086105675147,0.5028291690507978,0.7090719499478624,0.2857142857142857,0.19083969465648853,0.21111111111111114,0.0,0.26005361930294907,0.22580645161290322,0.12931001638282472,0.4823529411764706,0.0,1.0,1.0,0.0,0.0,0.2024651026082094,0.6019366720882807,0.30262303872387436,0.7339860610414563,0.17167109438601239,0.42606260806229523,0.21408720079841706,0.1043374801849208,0.35324377806137114,0.2064877816837858,0.23874807249495936,0.450359129898499,0.1866984218867256,0.009081522868534685,0.017117985172268476,0.391967383327101,0.05717668839148915,0.014688414352365326,0.34623810226966784,0.2160380573049165,0.20503510687865056,0.25969076635258503,0.9502132819318461,0.42291182424859586,0.23248347497639282,0.15118449389806174,0.04664723032069971,0.5384615384615383,0.42105263157894735,0.5223321594275812,0.5702197221020241,0.5702197221020241,0.5888888888888889,0.5783132530120482,0.9322033898305085,0.2987012987012987,0.008445255638073529,0.8582475779689975
Adrian College,0.06376609120846223,0.20430107526881722,0.38271604938271603,0.05666125101543461,0.009589041095890411,0.43734503147053205,0.23983315954118872,0.08571428571428572,0.13969465648854962,0.4777777777777778,0.5142857142857142,0.27882037533512066,0.4516129032258065,0.09517278165123633,0.4588235294117647,0.0,1.0,1.0,0.0,0.0,0.05630321340291109,0.8353778178036655,0.7158306030739654,0.6641858051278398,0.04705131872092237,0.09049676470218582,0.3394236048696352,0.08028107241377713,0.3272467241281616,0.19491888390892428,0.011663367892765852,0.15211256014793917,0.08310474229538699,0.013176547186198255,0.026475269718737333,0.39134054064588325,0.02646074498704735,0.006354450422518162,0.32871299635505224,0.3149417995045891,0.22615886252876027,0.3376595468384787,0.8203591171306446,0.45609430216587277,0.043814919735599624,0.0,0.0,0.07692307692307687,0.42105263157894735,0.521158253675443,0.46516659454781484,0.46516659454781484,0.43333333333333335,0.4698795180722891,0.9661016949152542,0.5324675324675324,0.0066649021193535204,0.7258557503173062
Alaska Pacific University,0.0021454944616305753,0.13978494623655915,0.30864197530864196,0.003384782020037908,0.08493150684931507,0.20274651916841496,0.30413625304136255,0.3142857142857143,0.19083969465648853,0.7333333333333333,0.5999999999999999,0.2520107238605898,0.0,0.13683468586886122,0.0,0.0,1.0,1.0,0.0,0.0,0.00034692609028751445,0.6194680771656043,0.5376924348068013,0.5820477201572741,0.04567655571265597,0.15852227361241317,0.27070327479709777,0.033402577970621426,0.09994201449457504,0.26144730029799634,0.05530191994241541,0.36992412340660197,0.03918213220525586,1.0,0.8551505519067188,1.0,0.2311743195102663,1.0,0.0,0.8043414530053536,0.9999999999999999,0.1272174188957072,0.0,1.0,0.006798866855524078,0.006460875807609476,0.0,0.2564102564102564,0.42105263157894735,0.4946615238414669,0.4757440261551037,0.4757440261551037,0.2777777777777778,0.3012048192771084,0.9999999999999999,0.4285714285714286,0.08282523567052512,0.7119818189236004
Albion College,0.08726673984632273,0.3655913978494624,0.6049382716049383,0.09443541835905767,0.0030332681017612526,0.603789179223091,0.4268335071254779,0.1142857142857143,0.09160305343511449,0.8777777777777778,1.0,0.3002680965147453,0.5645161290322581,0.14759782070331848,0.6823529411764706,0.0,1.0,0.0,1.0,0.0,0.04804444508690018,0.8804788630704616,0.44585657074926816,0.9021995899747209,0.053504107899016023,0.3849112065859994,0.06216869063047842,0.052056446965281715,0.2822973362894637,0.18863077147731405,0.0605260468697861,0.2783628864047498,0.08070797231682769,0.012926391173097598,0.0922671944707416,0.35602920064639176,0.024606892356468502,0.09716725619892853,0.28585892723181905,0.26292107375432605,0.24213756212539278,0.2819947860527148,0.8117974309039211,0.4658531380814359,0.0534466477809254,0.0,0.0,0.46153846153846145,0.631578947368421,0.66909832858181,0.5963027068609069,0.5963027068609069,0.7111111111111111,0.710843373493976,0.983050847457627,0.1948051948051948,0.05228031817029663,0.8885173148057057
Albright College,0.044306955393673284,0.29032258064516137,0.5432098765432098,0.05239642567018683,0.029843444227005873,0.71358636912709,0.3527980535279806,0.028571428571428553,0.03816793893129771,0.7666666666666666,0.7714285714285714,0.23592493297587136,0.33870967741935487,0.15058863870156589,0.7647058823529411,0.0,1.0,1.0,0.0,0.0,0.08289124348911248,0.6792286892117487,0.5041464981578121,0.6643501343251889,0.11498921848869546,0.22901015606654843,0.31451323995004,0.15788247359096252,0.4019893426487028,0.23683618380430715,0.06553174876326476,0.3031753347574321,0.07573821479808367,0.03629986329876331,0.010034338560431857,0.4247033140957373,0.0018822377166558993,0.019216252304173058,0.30591859092251034,0.11001081493502837,0.18460734508765586,0.17322511331374005,0.9220524827830672,0.4127290625206419,0.0898961284230406,0.0015793251974156497,0.0,0.41025641025641013,0.4736842105263157,0.6861199619878138,0.6195009375450743,0.6195009375450743,0.5333333333333333,0.4698795180722891,0.983050847457627,0.5324675324675324,0.010458391457062012,0.7732563792768149
Alfred University,0.07893423809999002,0.3655913978494624,0.691358024691358,0.11041158949363661,0.01066536203522505,0.7741750905969864,0.5276329509906152,0.14285714285714288,0.05343511450381679,0.7999999999999999,0.8285714285714285,0.23592493297587136,0.467741935483871,0.13702518383053303,0.6823529411764706,0.0,1.0,1.0,0.0,0.0,0.06434033449457212,0.7597226548723458,0.8386634909661157,0.5022137536511503,0.08146707327058304,0.0867211381246156,0.39907331794864387,0.07632861288385567,0.16223520745553838,0.2740710530055011,0.05419576801486828,0.17976136061602097,0.11372752725934021,0.011656388093952873,0.018935705516866876,0.39373902944284933,0.0,0.004281881158324405,0.3124807173951277,0.20232943171922163,0.1454501833322953,0.3013792559430648,0.8986128451409912,0.4661706666060723,0.06005665722379603,0.025412778176597275,0.008746355685131196,0.5128205128205128,0.5789473684210527,0.37223992397562744,0.39804798307610945,0.39804798307610945,0.5,0.5662650602409639,0.9999999999999999,0.4025974025974026,0.01647969362400658,0.7903620799105965
Allegheny College,0.12483784053487677,0.4408602150537635,0.7160493827160495,0.10208502572434335,0.004207436399217221,0.8079979655413567,0.35974973931178317,0.08571428571428572,0.05343511450381679,0.7,0.8714285714285714,0.19839142091152817,0.6290322580645161,0.15186497504476704,0.7176470588235293,0.0,1.0,0.0,1.0,0.0,0.07244009501920112,0.8942949061075494,0.44585657074926816,0.9156511546263447,0.07783626230620387,0.3849112065859994,0.10173243789557901,0.0509959034929155,0.2822973362894637,0.18754283408426276,0.08115105203171409,0.2783628864047498,0.10088989901204254,0.004336086865705205,0.0922671944707416,0.3468883606886029,0.009204676543051857,0.09716725619892853,0.27506524142879907,0.3355556402830741,0.24213756212539278,0.34395927753375527,0.8691859504598352,0.4490355159164734,0.08026440037771482,0.0,0.0,0.6153846153846154,0.6842105263157894,0.7543182961596513,0.6882542429924515,0.6882542429924515,0.8222222222222223,0.7710843373493976,0.9999999999999999,0.22077922077922077,0.03371894727222252,0.6646304135882641
Alma College,0.05573296078235705,0.4408602150537635,0.6666666666666667,0.07493907392363931,0.0026418786692759297,0.5213936041706402,0.37921445950643035,0.08571428571428572,0.02290076335877863,0.7666666666666666,0.8142857142857143,0.3431635388739947,0.4838709677419355,0.10603116546652952,0.6235294117647059,0.0,1.0,1.0,0.0,0.0,0.04569787555953884,0.9592336579218407,0.6958090701380157,0.7991689729871302,0.046857475523379516,0.08977228926531816,0.33981649277940273,0.025164644866649086,0.34972708043198264,0.12704292230895603,0.0405088468024278,0.17540966398798408,0.10206529836531142,0.04190908233687648,0.03492443280815412,0.41741390189631683,0.018966076664824052,0.007520633307132854,0.3233298845392333,0.19216225365735995,0.22535430151161112,0.21705414650457455,0.8127459481598851,0.497840915981975,0.04589235127478754,0.0,0.0,0.5641025641025641,0.5789473684210527,0.5743194141651294,0.5023558824943507,0.5023558824943507,0.4777777777777778,0.5542168674698795,0.9999999999999999,0.3116883116883117,0.03162951058814603,0.8254401556159068
American International College,0.06336692944815887,0.06451612903225808,0.037037037037037035,0.05544272948822096,0.027984344422700588,0.2752241083349227,0.41883906847410496,0.1142857142857143,0.17557251908396945,0.7555555555555555,0.7714285714285714,0.32707774798927614,0.27419354838709675,0.06888406294052654,0.6352941176470588,0.0,1.0,1.0,0.0,0.0,0.05144142972096528,0.4663491242335551,0.6004177086055869,0.3878708545241917,0.15516858537643494,0.2808589411919121,0.3291697287287258,0.2604862482048353,0.1783977773191949,0.4548361672006932,0.05041801349092737,0.3190665473541814,0.05462921989936731,0.02620692456949615,0.013868472161229137,0.41192122680478305,0.2019871220149129,0.013465459666696737,0.44902860046669196,0.25982034030360524,0.2301258304260057,0.2898591234316542,0.9638744010671606,0.4621347304851544,0.04815864022662889,0.08758076094759512,0.033527696793002916,0.23076923076923084,0.26315789473684204,0.5010900553412712,0.5170921678926873,0.5170921678926873,0.3111111111111111,0.3614457831325302,0.9999999999999999,0.5454545454545454,0.0009319913577415634,0.7276428614636999
